Table DR2. Nominally interseismic GPS velocity field used to constrain the block model.
Columns give: station name, longitude, latitude, east velocity, north velocity, east
uncertainty, north uncertainty!
!
Station Lon. Lat. V_e V_n S_e S_n!
P228_PBO 238.313 37.602 -12.047 11.083 0.500 0.500!
P218_PBO 238.286 37.204 -21.461 22.084 1.200 0.700!
P271_PBO 238.285 38.657 -11.709 6.984 0.600 0.400!
P210_PBO 238.268 36.816 -29.374 32.484 0.800 0.400!
P380_PBO 238.220 42.260 -2.082 5.485 0.900 0.400!
P227_PBO 238.210 37.533 -13.749 12.685 0.700 0.700!
P171_PBO 238.207 36.486 -29.786 35.986 0.300 0.800!
P267_PBO 238.177 38.380 -8.520 9.986 1.100 1.400!
P226_PBO 238.174 37.337 -22.057 21.186 1.100 1.200!
P266_PBO 238.156 38.184 -11.627 7.587 0.800 0.700!
P212_PBO 238.137 36.962 -27.970 30.887 1.300 1.300!
P429_PBO 238.123 45.676 1.941 5.087 1.100 1.200!
P231_PBO 238.095 36.622 -30.582 35.788 1.700 1.800!
P272_PBO 238.057 39.145 -10.693 4.689 1.300 0.900!
P265_PBO 238.046 38.530 -9.715 7.189 1.800 0.800!
P229_PBO 238.022 37.749 -15.443 14.790 1.200 0.400!
P431_PBO 238.012 46.572 -0.628 3.090 1.400 1.500!
P213_PBO 238.009 37.202 -22.562 27.090 0.700 0.400!
P344_PBO 237.972 39.929 -10.566 5.991 1.400 1.400!
P270_PBO 237.945 39.244 -8.791 6.591 1.000 0.900!
P225_PBO 237.942 37.714 -15.245 17.092 0.500 0.400!
P222_PBO 237.917 37.539 -21.251 24.792 0.800 0.400!
P262_PBO 237.904 38.025 -13.534 14.492 1.300 1.100!
P701_PBO 237.867 46.195 -0.742 2.193 1.400 1.600!
WINT_PBO 237.859 37.653 -19.219 21.004 0.558 0.490!
P696_PBO 237.848 46.197 0.858 3.694 1.200 0.900!
P695_PBO 237.836 46.199 -1.242 4.894 1.100 1.800!
P694_PBO 237.818 46.300 2.261 4.294 1.400 1.400!
P264_PBO 237.805 38.444 -11.920 10.695 0.700 0.400!
P703_PBO 237.804 46.145 0.855 2.895 1.500 1.600!
P693_PBO 237.798 46.210 4.058 2.395 1.800 1.100!
SLAC_PBO 237.796 37.417 -23.956 28.495 0.400 0.300!
P655_PBO 237.794 41.294 -3.719 5.495 1.400 1.500!
P261_PBO 237.782 38.153 -12.530 14.295 0.800 0.500!
P224_PBO 237.781 37.864 -16.240 18.795 0.700 0.700!
P691_PBO 237.773 46.231 0.958 3.295 1.400 1.600!
P345_PBO 237.729 40.271 -8.255 6.196 0.900 0.600!
P208_PBO 237.696 39.109 -10.197 6.897 0.900 1.200!
P705_PBO 237.689 46.173 1.956 5.097 1.400 1.500!
P349_PBO 237.681 40.731 -6.639 5.597 0.900 0.600!
P427_PBO 237.659 45.430 2.429 5.298 0.900 0.700!
P687_PBO 237.645 46.110 4.553 6.398 0.600 0.500!
P689_PBO 237.639 46.190 4.056 4.198 0.800 0.900!
P181_PBO 237.623 37.915 -19.339 24.799 0.500 0.900!
P060_PBO 237.585 40.998 -5.130 6.300 1.000 0.500!
P421_PBO 237.571 46.532 5.868 3.100 0.600 0.700!
P200_PBO 237.548 38.240 -14.428 18.500 0.800 0.500!
P440_PBO 237.507 48.856 1.751 2.801 1.000 1.100!
P199_PBO 237.497 38.264 -15.228 18.901 0.700 0.500!
P426_PBO 237.485 47.803 1.513 1.402 1.300 1.400!
PCOL_PBO 237.429 47.172 4.490 6.203 1.100 1.100!
P206_PBO 237.424 38.778 -12.910 14.203 1.400 1.300!
P379_PBO 237.423 44.497 2.494 5.703 1.200 1.200!
P412_PBO 237.411 45.221 1.670 6.896 1.015 0.865!
P341_PBO 237.393 40.651 -6.544 7.104 1.000 0.800!
P198_PBO 237.393 38.260 -17.528 22.304 0.500 0.400!
P370_PBO 237.344 42.191 -1.089 7.305 0.900 1.200!
P438_PBO 237.330 48.419 1.034 1.105 1.400 1.400!
P414_PBO 237.307 45.835 4.541 4.706 1.100 1.100!
P196_PBO 237.257 38.298 -18.028 25.207 1.200 1.100!
P197_PBO 237.233 38.429 -16.123 26.007 0.800 0.700!
P420_PBO 237.134 46.589 3.967 5.510 0.700 0.800!
P377_PBO 237.113 44.052 3.976 5.310 1.200 1.300!
P439_PBO 237.091 48.708 4.143 3.511 0.500 0.500!
TWHL_PBO 237.077 47.016 4.182 5.811 0.400 0.200!
P338_PBO 237.077 40.748 -6.942 6.711 0.900 0.800!
P423_PBO 237.059 47.288 4.692 4.811 0.400 0.400!
P371_PBO 236.942 43.363 0.650 6.914 1.000 0.600!
P183_PBO 236.931 38.314 -22.329 32.614 1.100 1.100!
P376_PBO 236.898 44.941 2.506 6.515 0.300 0.600!
P192_PBO 236.895 39.320 -15.294 14.915 0.700 0.800!
P436_PBO 236.866 48.045 4.618 3.916 0.700 0.900!
P406_PBO 236.848 45.190 3.715 5.116 1.100 1.600!
P411_PBO 236.843 45.538 5.527 5.016 1.200 1.300!
P332_PBO 236.825 40.547 -6.851 7.716 1.000 0.700!
P182_PBO 236.819 38.495 -22.323 32.617 1.500 1.600!
P190_PBO 236.796 39.242 -17.797 18.117 0.700 0.400!
P188_PBO 236.770 38.668 -24.217 27.118 1.900 2.000!
P409_PBO 236.761 45.851 4.938 5.518 0.600 1.400!
P319_PBO 236.705 39.707 -16.481 10.219 0.400 0.400!
P417_PBO 236.702 46.575 4.864 5.419 0.500 0.800!
P373_PBO 236.667 43.623 1.258 7.120 0.600 1.000!
P189_PBO 236.652 38.987 -21.007 26.020 0.500 0.500!
P318_PBO 236.628 39.452 -18.091 14.421 1.200 1.300!
P408_PBO 236.623 46.201 5.050 5.821 0.600 0.800!
P368_PBO 236.617 42.504 -1.383 8.021 0.900 1.100!
P404_PBO 236.610 45.159 4.212 6.021 0.900 1.500!
P418_PBO 236.592 47.237 3.687 4.022 1.300 1.400!
P369_PBO 236.571 43.140 0.940 8.122 0.700 0.800!
P430_PBO 236.564 47.004 5.778 6.422 0.600 0.600!
P435_PBO 236.497 48.060 6.116 4.824 0.800 1.400!
P317_PBO 236.448 39.906 -17.876 13.625 1.200 1.200!
P313_PBO 236.435 39.554 -21.888 20.625 1.200 1.200!
P314_PBO 236.418 39.686 -22.384 19.326 0.400 0.400!
P374_PBO 236.409 44.382 3.583 6.326 1.100 1.100!
P187_PBO 236.397 39.352 -21.396 23.726 0.500 1.200!
P405_PBO 236.356 45.629 5.828 6.527 1.200 1.300!
P324_PBO 236.344 40.257 -11.864 13.327 1.100 1.100!
P164_PBO 236.307 40.119 -14.323 15.034 0.505 0.492!
P312_PBO 236.302 39.529 -21.490 23.428 1.200 1.200!
P326_PBO 236.301 40.575 -5.393 7.992 0.654 0.640!
SC03_PBO 236.294 47.817 6.806 6.328 0.900 0.800!
P315_PBO 236.283 39.864 -22.178 19.929 0.500 0.600!
P059_PBO 236.274 38.928 -24.811 37.229 1.500 1.500!
P415_PBO 236.270 46.656 6.864 7.729 0.500 0.500!
P165_PBO 236.147 40.246 -12.066 16.432 1.200 1.200!
P395_PBO 236.142 45.022 6.504 8.532 0.800 1.000!
P170_PBO 236.137 40.880 -0.004 13.794 1.080 0.975!
P166_PBO 236.137 40.435 -6.559 15.532 0.500 0.800!
P167_PBO 236.120 40.544 -4.355 14.432 0.900 0.800!
P168_PBO 236.119 40.669 -1.288 13.780 0.520 0.687!
P325_PBO 236.117 41.152 2.654 10.816 0.748 0.738!
P156_PBO 236.094 40.024 -19.174 22.233 1.200 1.300!
P398_PBO 236.084 46.926 7.872 8.133 1.300 1.400!
P169_PBO 236.032 40.791 0.853 15.334 0.600 0.400!
P061_PBO 235.986 42.967 2.030 9.235 1.100 1.400!
P163_PBO 235.943 40.220 -14.768 23.536 1.100 1.200!
P058_PBO 235.925 40.876 1.355 17.036 0.700 0.700!
P316_PBO 235.914 41.559 1.179 9.037 1.300 1.400!
P158_PBO 235.893 40.422 -5.961 22.937 0.500 0.500!
P160_PBO 235.867 40.551 -4.200 20.072 0.689 0.616!
P403_PBO 235.859 48.062 12.111 12.938 0.800 1.100!
P161_PBO 235.787 40.637 0.146 21.740 0.900 1.000!
P162_PBO 235.763 40.691 3.548 20.940 0.500 0.500!
P159_PBO 235.717 40.505 -2.059 24.741 1.500 1.600!
P157_PBO 235.692 40.248 -19.168 31.542 1.100 1.100!
P401_PBO 235.443 47.937 15.123 10.497 0.471 0.496!
AIS1_PBO 228.400 55.069 -0.203 4.198 0.800 0.500!
AB51_PBO 227.086 56.798 -2.856 3.325 0.700 0.800!
AB49_PBO 226.932 55.580 -1.200 4.228 1.100 1.200!
INVK_PBO 226.473 68.306 0.535 0.937 0.400 0.900!
AB50_PBO 225.455 58.417 -0.518 0.958 1.100 0.800!
AB48_PBO 225.353 56.245 -1.194 6.860 0.700 0.900!
AB44_PBO 224.772 59.528 1.313 4.071 1.300 1.100!
BIS1_PBO 224.461 56.854 -3.783 7.878 0.300 0.600!
GUS2_PBO 224.303 58.418 -0.731 1.781 0.400 0.600!
AB41_PBO 218.842 64.777 1.715 -11.715 1.500 1.600!
AC65_PBO 216.296 62.832 -12.486 26.731 1.800 0.800!
AB37_PBO 214.548 62.967 -26.208 14.161 0.500 0.800!
AC57_PBO 214.257 61.139 -13.573 24.266 1.400 1.400!
AC63_PBO 214.153 63.502 6.104 -4.032 0.500 0.800!
AC62_PBO 213.687 63.084 -22.317 6.976 0.500 0.500!
CLGO_PBO 212.140 64.874 2.418 -6.499 0.500 0.700!
PBOC_PBO 211.665 70.256 -2.415 1.509 0.600 0.500!
GRNR_PBO 211.022 63.836 -1.734 -2.080 0.500 0.600!
ATW2_PBO 210.868 61.598 -12.709 11.022 0.700 0.800!
AC15_PBO 210.276 60.481 -12.355 16.931 1.600 1.400!
AC53_PBO 209.931 61.769 -5.419 -0.363 1.500 1.600!
AB33_PBO 209.827 67.251 3.157 -8.061 1.400 1.500!
AC06_PBO 209.109 59.764 -2.697 4.450 1.300 1.200!
SELD_PBO 208.293 59.446 1.380 -9.138 0.800 0.900!
KOD5_PBO 207.807 57.618 -9.287 19.670 0.500 0.800!
AC39_PBO 207.606 58.610 3.042 -8.827 1.500 1.700!
AC17_PBO 207.596 60.664 1.107 -14.527 1.500 1.600!
AB28_PBO 207.185 62.094 1.447 -12.121 1.200 1.200!
AC34_PBO 206.721 57.220 -11.917 14.186 1.200 1.200!
AC59_PBO 206.415 59.567 2.953 -13.310 0.500 0.600!
AC27_PBO 205.837 59.253 3.133 -11.301 0.700 0.700!
AC45_PBO 205.819 56.564 -14.652 24.799 1.200 1.200!
AC02_PBO 205.817 56.951 -14.140 14.199 1.300 1.700!
AB22_PBO 205.302 59.899 5.145 -10.994 1.200 1.300!
MAUI_PBO 203.743 20.707 -59.690 53.128 0.600 0.700!
SG27_PBO 203.390 71.323 0.672 -2.567 0.500 1.400!
AB13_PBO 201.496 56.307 -6.332 4.458 1.300 1.400!
AC21_PBO 200.872 55.921 -8.954 4.766 1.600 1.800!
KOKB_PBO 200.335 22.126 -59.844 52.241 0.632 0.592!
AB15_PBO 200.122 61.040 2.990 -6.625 1.400 1.600!
AC41_PBO 199.593 55.909 -3.977 0.882 1.300 1.400!
AB07_PBO 199.523 55.349 -8.395 4.282 0.600 0.800!
AC31_PBO 197.761 64.638 3.557 -7.497 1.200 1.300!
BAY2_PBO 197.293 55.190 -6.238 -2.691 0.500 1.200!
AB11_PBO 194.627 64.564 4.194 -6.162 1.300 1.300!
AV15_PBO 194.290 54.100 -8.923 -4.459 1.100 1.600!
AV06_PBO 194.234 54.147 -3.523 -3.558 1.000 1.400!
AV14_PBO 194.158 54.119 -2.425 -5.158 1.200 1.300!
AV12_PBO 194.102 54.211 -1.523 -1.257 1.000 1.800!
AV10_PBO 194.066 54.098 -3.927 -4.357 1.400 1.900!
AV08_PBO 193.972 54.136 -3.328 -3.156 0.800 1.600!
AV09_PBO 193.458 53.876 -6.344 -3.051 0.900 1.300!
AB21_PBO 183.337 51.864 -11.283 5.330 1.800 1.900!
LLCO_GPS 243.839 31.257 -32.331 31.783 0.920 0.910!
SPMX_GPS 244.534 31.045 -32.751 30.337 1.040 1.050!
CICE_GPS 243.333 31.871 -29.954 30.882 0.980 0.990!
PENA_GPS 246.480 31.354 -2.985 1.997 0.830 0.810!
MAYR_GPS 244.757 31.988 -25.281 27.259 1.210 1.120!
SCIP_GPS 241.512 32.914 -31.659 33.573 0.970 0.990!
BLUF_GPS 241.481 32.927 -30.585 35.334 0.880 0.910!
TWIN_GPS 240.521 33.232 -31.040 35.542 0.890 0.910!
BRSH_GPS 241.595 33.407 -29.362 33.790 0.860 0.920!
SBIS_GPS 240.959 33.472 -31.318 35.145 0.930 0.980!
SNRI_GPS 239.894 33.951 -30.864 36.098 0.940 0.930!
CENT_GPS 240.247 33.995 -29.811 34.414 0.920 0.920!
VTIS_GPS 241.706 33.713 -28.534 30.755 1.020 1.050!
PVHS_GPS 241.628 33.779 -27.745 29.748 1.120 1.140!
TORP_GPS 241.669 33.798 -28.521 30.387 0.910 0.940!
WRHS_GPS 241.572 33.958 -27.816 28.301 1.160 1.180!
AOA1_GPS 241.170 34.157 -29.142 30.306 0.860 0.890!
SPK1_GPS 241.354 34.059 -28.523 29.879 0.870 0.900!
UCLP_GPS 241.558 34.069 -27.226 27.771 0.860 0.890!
OXCO_GPS 241.438 34.179 -26.753 30.876 0.990 1.000!
MCDS_GPS 241.457 34.202 -26.457 30.475 0.990 1.000!
LEEP_GPS 241.678 34.135 -27.511 25.886 0.860 0.890!
OXYC_GPS 241.793 34.129 -27.186 24.512 1.150 1.170!
CIT1_GPS 241.873 34.137 -26.016 24.639 0.840 0.870!
BRAN_GPS 241.723 34.185 -27.119 24.555 0.860 0.890!
1101_GPS 243.017 32.569 -28.147 30.114 1.050 1.190!
OTAY_GPS 243.159 32.601 -26.763 29.209 1.480 1.210!
VA01_GPS 243.442 32.245 -28.561 29.428 1.080 1.100!
1102_GPS 243.523 32.607 -28.041 29.035 1.030 1.120!
LPUR_GPS 244.657 32.356 -19.825 27.333 0.890 0.890!
SD17_GPS 242.852 32.818 -29.209 29.221 1.200 1.500!
SOLJ_GPS 242.747 32.840 -28.260 30.155 1.110 1.090!
SIO3_GPS 242.750 32.865 -28.394 28.615 0.730 0.760!
1106_GPS 243.198 32.844 -28.021 28.587 0.960 1.040!
SD18_GPS 243.069 32.912 -28.230 29.862 1.030 1.140!
1107_GPS 242.723 33.130 -29.084 30.186 1.010 1.110!
SD21_GPS 243.381 32.824 -27.291 28.431 0.950 1.030!
OCTI_GPS 243.998 32.734 -28.101 28.357 0.970 0.960!
BORD_GPS 244.494 32.664 -21.202 26.349 1.090 1.070!
T124_GPS 244.500 32.738 -21.183 20.719 0.920 0.930!
OCOT_GPS 244.204 32.790 -24.832 27.120 0.910 0.910!
E122_GPS 244.406 32.800 -17.154 22.102 1.320 1.160!
COLL_GPS 244.498 32.827 -14.864 20.255 0.626 0.534!
SD35_GPS 243.429 32.914 -29.609 28.779 1.080 1.180!
MONP_GPS 243.578 32.892 -27.929 27.943 0.790 0.810!
SD15_GPS 243.402 33.074 -27.797 27.880 1.200 1.740!
L589_GPS 244.239 32.951 -22.811 25.678 0.920 0.890!
ORIE_GPS 244.594 32.917 -3.299 4.535 0.950 0.910!
HAMA_GPS 244.499 33.038 -8.675 2.169 1.800 1.720!
CPEI_GPS 245.086 32.251 -8.913 7.697 1.120 1.130!
MONT_GPS 244.925 32.559 -6.620 1.493 1.100 1.120!
ASA1_GPS 244.754 32.629 -8.018 7.749 1.050 0.960!
JUNC_GPS 244.938 32.709 -4.012 2.552 1.050 0.990!
GLOC_GPS 244.753 32.840 -4.513 -0.321 0.920 0.880!
YUMA_GPS 245.797 32.939 -1.616 2.961 1.040 0.960!
0301_GPS 242.435 33.375 -27.443 29.967 0.970 1.020!
0303_GPS 242.841 33.332 -26.545 29.301 1.260 1.440!
PMOB_GPS 243.140 33.357 -25.496 27.040 1.000 1.020!
SCMS_GPS 242.365 33.444 -28.723 31.060 1.020 1.040!
DANA_GPS 242.291 33.464 -28.115 30.922 0.950 0.980!
1202_GPS 242.320 33.469 -27.775 29.841 0.940 0.960!
KITE_GPS 242.284 33.554 -28.241 30.663 1.080 0.990!
SJOA_GPS 242.184 33.602 -28.326 30.807 1.240 1.260!
TRAK_GPS 242.197 33.618 -26.112 29.436 0.850 0.880!
YUNG_GPS 242.855 33.430 -27.159 27.601 0.980 1.040!
ROSA_GLA 242.811 33.505 -25.598 28.232 1.160 1.150!
RDEC_GPS 243.068 33.468 -24.325 27.072 1.160 1.250!
A586_GPS 243.164 33.484 -24.013 27.239 1.080 1.140!
CARY_GPS 243.265 33.545 -21.870 25.815 1.010 1.060!
LAKE_GPS 242.645 33.620 -25.484 28.329 1.150 1.240!
DASH_GPS 242.914 33.636 -23.507 27.278 1.030 1.070!
R293_GPS 243.152 33.630 -22.225 26.429 1.050 1.120!
MVFD_GPS 243.475 33.211 -24.873 26.527 1.080 1.100!
1108_GPS 243.307 33.234 -26.733 27.363 1.010 1.100!
1109_GPS 243.753 33.160 -23.474 24.356 0.940 1.030!
SDG6_GPS 243.297 33.382 -25.094 27.284 0.960 1.000!
1110_GPS 244.112 33.177 -15.159 16.273 0.940 0.970!
EXTR_GPS 244.138 33.179 -15.889 14.492 1.560 1.510!
COAC_GPS 244.593 33.196 -3.147 3.095 1.050 0.980!
1111_GPS 244.481 33.231 -5.045 1.399 1.040 1.030!
DHLG_GPS 244.212 33.390 -11.776 9.899 0.860 0.880!
07NE_GPS 244.248 33.412 -10.491 8.198 1.190 1.220!
CRAV_GPS 243.299 33.543 -21.691 24.954 0.970 0.990!
HOWY_GPS 243.283 33.550 -21.829 25.884 0.980 1.020!
TBLM_GPS 243.411 33.527 -20.219 23.959 1.010 1.050!
G114_GPS 243.387 33.550 -19.132 23.640 1.040 1.080!
LOKT_GPS 243.426 33.553 -18.982 22.159 0.900 0.930!
ROBO_GPS 243.939 33.441 -12.295 16.929 1.050 1.050!
M586_GPS 243.311 33.555 -20.959 25.523 1.150 1.180!
ANZA_GLA 243.338 33.556 -20.779 24.892 0.890 0.910!
G109_GPS 243.366 33.557 -20.550 24.921 1.050 1.080!
G120_GPS 243.397 33.565 -19.758 23.490 1.160 1.200!
RCUT_GPS 243.404 33.568 -18.738 22.950 1.050 1.080!
0821_GPS 243.429 33.561 -18.770 20.279 1.440 1.670!
G128_GPS 243.442 33.562 -17.120 22.638 1.250 1.330!
G125_GPS 243.421 33.564 -20.039 22.209 1.240 1.270!
TOME_GLA 243.320 33.619 -19.062 23.293 0.990 1.060!
ROCH_GLA 243.390 33.611 -18.266 22.650 0.810 0.830!
PMCN_GPS 243.483 33.571 -17.989 22.267 1.010 1.050!
D138_GPS 243.502 33.571 -16.630 19.896 1.170 1.210!
PF6__GLA 243.516 33.581 -16.707 19.395 1.020 1.070!
GREN_GPS 243.553 33.574 -16.560 18.434 1.120 1.140!
PF1__GPS 243.570 33.584 -15.618 19.483 0.960 1.000!
PF5C_GPS 243.523 33.603 -16.332 20.605 1.180 1.150!
PINY_GPS 243.541 33.609 -16.191 18.364 0.950 0.920!
PIN1_GLA 243.542 33.612 -16.390 19.534 0.800 0.820!
ASBS_GPS 243.538 33.620 -15.698 18.505 0.940 1.000!
BNDY_GPS 243.562 33.599 -16.764 21.084 1.170 1.180!
T138_GPS 243.580 33.609 -16.452 21.363 1.650 1.590!
JOES_GPS 243.410 33.646 -17.397 20.999 0.940 0.950!
L587_GPS 243.589 33.623 -18.068 19.863 1.430 1.410!
WHAY_GPS 243.528 33.684 -14.991 19.665 0.970 0.970!
RSRT_GPS 243.609 33.688 -13.052 17.582 0.970 1.000!
CAHU_GPS 243.726 33.639 -12.678 15.897 1.050 1.080!
VORO_GPS 243.840 33.628 -12.114 13.243 1.280 1.190!
TRAN_GPS 244.167 33.429 -11.445 9.451 0.970 0.980!
S_31_GPS 244.230 33.427 -8.627 8.339 1.300 1.270!
25SE_GPS 244.217 33.441 -10.523 8.679 1.070 1.120!
SIPH_GPS 244.322 33.427 -6.999 3.485 0.920 0.940!
VARN_GPS 244.086 33.503 -12.313 7.904 1.060 1.020!
PAIN_GPS 243.992 33.612 -8.992 7.657 1.050 1.070!
N125_GPS 244.138 33.640 -5.159 3.792 1.640 1.660!
1113_GPS 244.036 33.677 -7.076 4.596 1.180 1.380!
BLAC_GLA 244.280 33.664 -4.176 1.817 0.860 0.880!
FIFT_GPS 242.091 33.748 -26.885 29.950 1.090 1.230!
SAN1_GLA 242.465 33.709 -25.575 26.776 1.120 1.100!
CCCS_GPS 242.135 33.863 -26.296 25.778 1.040 1.070!
OAKD_GPS 242.402 33.847 -25.267 26.788 0.920 0.960!
0819_GPS 242.453 33.884 -24.609 26.506 0.930 0.960!
SJUA_GPS 242.262 33.914 -25.616 26.334 0.860 0.880!
METZ_GLA 242.768 33.796 -23.020 25.864 1.170 1.120!
INDO_GLA 243.223 33.794 -14.893 23.407 1.030 1.060!
LAST_GLA 242.691 33.837 -23.408 26.257 0.970 1.070!
SGHS_GPS 241.891 34.089 -24.239 24.478 1.190 1.210!
SNTZ_GPS 242.116 34.042 -22.178 24.849 1.400 1.180!
LIMP_GPS 242.451 33.975 -24.234 26.006 1.110 1.140!
SANO_GPS 242.487 34.018 -22.734 24.555 1.020 1.050!
JUR3_GPS 242.557 34.032 -23.122 24.682 0.920 0.930!
STEE_GPS 242.470 34.077 -23.348 25.685 1.170 1.200!
PSEB_GPS 242.311 34.121 -23.962 22.612 1.070 1.110!
VERN_GPS 242.274 34.137 -24.367 21.493 1.210 1.200!
THRT_GPS 242.503 34.136 -22.843 21.134 1.690 1.870!
ANGA_GPS 242.395 34.172 -22.641 23.158 1.210 1.240!
SANS_GPS 242.496 34.212 -20.773 20.564 1.080 1.090!
BRI2_GLA 242.861 34.014 -17.055 21.210 0.940 0.990!
0818_GPS 242.896 34.022 -17.684 20.569 1.080 1.110!
RTHS_GPS 242.647 34.089 -22.069 22.249 0.960 0.990!
BRYN_GPS 242.734 34.063 -21.669 23.495 1.540 1.750!
CRFP_GPS 242.900 34.039 -18.890 19.999 0.830 0.860!
CHER_GLA 243.048 34.003 -14.933 20.713 1.090 1.100!
WD91_GLA 243.288 33.714 -18.236 22.384 0.960 1.000!
PTHP_GPS 243.701 33.714 -12.727 15.788 0.930 0.940!
DUNP_GPS 243.719 33.750 -11.148 14.008 1.060 1.050!
COCH_GLA 243.842 33.740 -9.384 9.553 0.990 1.020!
GAPP_GLA 243.829 33.749 -8.772 10.324 0.970 0.990!
BERD_GPS 243.825 33.810 -7.445 8.164 1.050 1.050!
WIDC_GPS 243.608 33.935 -10.546 17.902 0.930 0.950!
DESO_GPS 244.600 33.715 -2.082 1.145 1.030 0.960!
JTRE_GPS 244.236 33.834 -1.900 2.868 1.130 1.130!
F726_GPS 244.001 33.974 -4.757 4.357 1.570 1.700!
FORD_GPS 245.011 33.609 -2.121 0.930 1.790 1.720!
1114_GPS 244.757 33.681 -3.575 1.679 1.240 1.060!
BLYT_GPS 245.285 33.610 -2.868 1.420 0.800 0.810!
COXO_GPS 244.773 34.040 -0.711 1.039 1.830 1.760!
ENDD_GPS 245.519 34.044 -0.910 1.221 1.210 0.990!
HARV_GPS 239.318 34.469 -32.739 34.162 0.850 0.900!
LACU_GPS 240.286 34.494 -30.698 30.462 0.960 0.960!
RUS1_GPS 239.373 34.571 -29.703 36.709 1.320 1.230!
ALVA_GPS 239.383 34.593 -31.057 35.479 1.350 1.230!
GAVI_GPS 239.801 34.502 -29.833 33.182 1.030 0.980!
SNP2_GPS 240.990 34.440 -29.341 26.294 1.260 1.280!
ROCK_GPS 241.324 34.236 -27.485 30.340 0.880 0.910!
CHT3_GPS 241.359 34.257 -27.810 29.939 0.840 0.870!
CSN1_GPS 241.476 34.254 -27.004 26.394 0.900 0.930!
DELO_GPS 241.489 34.258 -24.993 26.514 1.110 1.160!
OATT_GPS 241.399 34.330 -30.291 24.067 1.250 1.280!
PICO_GNR 241.399 34.331 -28.021 26.197 0.810 0.840!
CMP9_GPS 241.589 34.353 -26.280 24.490 0.870 0.900!
0102_GPS 240.736 34.566 -29.500 25.324 1.290 1.170!
MUNS_GPS 240.700 34.636 -27.650 24.475 0.970 0.950!
LVMS_GPS 240.896 34.734 -24.689 21.027 1.140 1.170!
WKPK_GPS 241.259 34.569 -24.969 21.394 0.514 0.494!
QHTP_GPS 241.755 34.629 -19.131 19.353 1.150 1.170!
LOSP_GPS 239.394 34.894 -30.686 35.288 0.970 0.960!
LAMO_GPS 239.743 34.798 -31.031 34.814 1.260 1.160!
7HLI_GPS 239.700 34.960 -29.106 34.176 1.530 1.430!
SALI_GPS 240.286 34.823 -28.409 29.722 0.890 0.920!
0504_GPS 240.162 35.003 -27.296 28.747 0.980 1.000!
LGO7_GPS 240.240 35.036 -25.799 25.904 0.890 0.920!
MADC_GPS 239.933 35.076 -27.400 30.696 0.940 0.930!
YAM2_GPS 240.516 34.852 -25.237 25.103 1.040 0.980!
FZHS_GPS 241.107 34.800 -20.907 19.999 1.010 1.030!
CUYA_GPS 240.511 34.928 -23.616 23.373 1.200 1.140!
PATW_GPS 240.568 34.960 -21.149 21.191 0.900 0.910!
J976_GPS 240.821 35.002 -15.354 17.630 1.070 1.100!
DBL1_GPS 241.513 35.033 -14.194 14.873 1.110 1.200!
WEED_GPS 241.068 35.223 -12.850 11.241 1.160 1.250!
JACK_GPS 241.340 35.089 -13.584 14.700 1.220 1.310!
RSPG_GPS 241.330 35.138 -13.951 13.440 0.990 1.080!
PORT_GPS 241.843 35.087 -10.619 14.400 0.970 1.000!
SUMT_GPS 241.591 35.134 -10.199 13.550 1.080 1.210!
PAJA_GPS 241.705 35.121 -11.336 14.025 1.210 1.320!
0617_GPS 241.375 35.274 -12.295 12.778 0.960 1.020!
BLAN_GPS 238.716 35.665 -29.395 37.577 1.000 1.010!
0509_GPS 238.516 35.992 -29.539 36.375 1.040 1.030!
BLHL_GPS 239.168 35.359 -28.812 36.108 0.820 0.860!
TESS_GPS 239.302 35.386 -27.448 34.942 0.920 0.960!
POZO_GPS 239.701 35.346 -25.740 30.556 1.140 1.080!
BARR_GPS 239.427 35.456 -27.432 33.707 0.870 0.910!
ALMO_GPS 239.547 35.552 -25.419 32.082 0.840 0.870!
L623_GPS 239.707 35.583 -24.155 29.526 1.420 1.030!
GOUD_GPS 240.234 35.414 -13.755 16.684 1.390 1.190!
POSO_GPS 239.887 35.520 -20.827 25.478 0.950 0.920!
C616_GPS 239.999 35.575 -16.365 19.304 0.960 0.920!
H623_GPS 239.654 35.607 -24.847 30.578 1.090 1.010!
REDH_GPS 239.739 35.605 -23.409 27.394 0.830 0.860!
P807_GPS 240.146 35.603 -12.631 15.518 0.920 0.890!
FIBR_GPS 240.606 35.398 -13.590 13.059 0.880 0.880!
TAR0_GPS 239.953 35.889 -8.686 16.016 0.940 0.930!
0609_GPS 240.712 36.289 -10.836 11.815 1.000 1.020!
CHIL_GPS 241.974 34.333 -24.406 22.685 0.840 0.880!
CUTT_GPS 242.395 34.362 -17.320 22.048 1.840 1.600!
CAJO_GLA 242.549 34.347 -17.718 18.752 0.910 0.940!
DVPB_GPS 242.140 34.413 -22.189 20.598 1.110 1.140!
0705_GLA 242.235 34.493 -15.780 18.175 1.350 1.050!
MILU_GLA 242.708 34.281 -17.730 19.046 0.950 0.980!
AVRY_GPS 242.846 34.468 -14.664 14.281 1.010 1.030!
PT65_GLA 242.932 34.454 -15.450 15.068 1.190 0.990!
VNPS_GPS 241.879 34.502 -22.268 20.548 1.120 1.150!
DIP0_GPS 242.569 34.635 -14.071 14.932 1.760 1.810!
